image_id,crop_number,ID,step,date,time_utc,datetime,lat,lon,slp,rel_vort_850_smth,scene_datetime,scene_lat,scene_lon,track_time_lat,track_time_lon,track_time_prev_step,track_time_next_step,track_time_prev_datetime,track_time_next_datetime,track_time_fraction,distance_scene_center_to_track_time_km,distance_scene_center_to_assigned_point_km,matched_time_gap_hours,match_score,match_scope,match_method,match_status,rematch_is_accepted,is_matched_rematched,original_ID,original_step,original_datetime,original_lat,original_lon,original_slp,original_rel_vort_850_smth,ID_changed_by_rematch,step_changed_by_rematch,image_width_px,image_height_px,png_relative_path,npy_relative_path,source_png_filename,source_png_path,is_matched,product_id,satellite,platform,platform_name,spacecraft,sensor,_crop_filename_key,_sig_crop_number,_sig_ID,_sig_step,matched_ID,matched_step,matched_datetime,matched_lat,matched_lon,matched_slp,matched_rel_vort_850_smth,scene_datetime_used,scene_lat_used,scene_lon_used,rel_vort_source,rel_vort_changed_by_fix,rel_vort_filled_by_fix,rel_vort_reliable_source,rel_vort_changed_by_consistency_fix,rel_vort_reliable
Solovieva_PL_crop_00004_ID_120200107090_step_36,4,120200107090,36,2020-01-13,12:00:00,2020-01-13 12:00:00,66.75,-2.0,971.16058,25.625,2020-01-13 11:34:44.597579,67.389127,-8.870087000000012,66.64476372076389,-2.420945116944438,35.0,36.0,2020-01-13 11:00:00,2020-01-13 12:00:00,0.5790548830555555,291.82641696725904,305.8261636156615,0.4209451169444444,325.5020263228146,same_id,interpolated_track_position_nearest_track_point_for_targets,ok,True,True,120200107090,36,2020-01-12 15:00:00,66.75,-2.0,971.16058,25.625,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00004_ID_120200107090_step_36.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00004_ID_120200107090_step_36.npy,crop_00004_ID_120200107090_step_36_ffab607109.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00004_ID_120200107090_step_36_ffab607109.png,True,S3A_SL_1_RBT____20200113T113304_20200113T113604_20210116T000320_0179_053_351_1800_LR1_R_NT_004,,,,,,crop_00004_ID_120200107090_step_36_ffab607109.png,4,120200107090,36,120200107090,36,2020-01-13 12:00:00,66.75,-2.0,971.16058,,2020-01-13 11:34:44.597579,67.389127,-8.870087000000012,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
Solovieva_PL_crop_00005_ID_120200107800_step_13,5,120200108210,13,2020-01-13,13:00:00,2020-01-13 13:00:00,61.0,-35.5,970.08685,29.37,2020-01-13 13:17:59.927188,59.414015,-37.940677,60.85001011277778,-35.5749949436111,13.0,14.0,2020-01-13 13:00:00,2020-01-13 14:00:00,0.2999797744444444,206.51029365114405,221.9684178923319,0.2999797744444444,230.5086756066996,global,interpolated_track_position_nearest_track_point_for_targets,ok,True,True,120200107800,13,2020-01-13 00:00:00,53.0,-34.5,985.44501,15.755999999999998,True,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00005_ID_120200107800_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00005_ID_120200107800_step_13.npy,crop_00005_ID_120200107800_step_13_0dd4e75033.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00005_ID_120200107800_step_13_0dd4e75033.png,True,S3A_SL_1_RBT____20200113T131703_20200113T132003_20210116T000249_0179_053_352_1980_LR1_R_NT_004,,,,,,crop_00005_ID_120200107800_step_13_0dd4e75033.png,5,120200107800,13,120200108210,13,2020-01-13 13:00:00,61.0,-35.5,970.08685,,2020-01-13 13:17:59.927188,59.414015,-37.940677,оставлено прежнее значение,False,False,lookup_by_new_ID_step,True,True
Solovieva_PL_crop_00006_ID_120200108210_step_13,6,120200108210,13,2020-01-13,13:00:00,2020-01-13 13:00:00,61.0,-35.5,970.08685,29.37,2020-01-13 13:17:59.327216,59.361022,-37.39913899999999,60.850093442222224,-35.5749532788889,13.0,14.0,2020-01-13 13:00:00,2020-01-13 14:00:00,0.2998131155555555,193.98407292696683,210.315165246092,0.2998131155555555,217.96912217141127,same_id,interpolated_track_position_nearest_track_point_for_targets,ok,True,True,120200108210,13,2020-01-13 15:00:00,61.0,-35.5,970.08685,29.37,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00006_ID_120200108210_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00006_ID_120200108210_step_13.npy,crop_00006_ID_120200108210_step_13_df4e6be14c.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00006_ID_120200108210_step_13_df4e6be14c.png,True,S3A_SL_1_RBT____20200113T131703_20200113T132003_20200114T174753_0179_053_352_1980_LN2_O_NT_003,,,,,,crop_00006_ID_120200108210_step_13_df4e6be14c.png,6,120200108210,13,120200108210,13,2020-01-13 13:00:00,61.0,-35.5,970.08685,,2020-01-13 13:17:59.327216,59.361022,-37.39913899999999,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
Solovieva_PL_crop_00010_ID_120200108210_step_21,10,120200107090,44,2020-01-13,20:00:00,2020-01-13 20:00:00,68.5,2.75,973.16125,28.549000000000003,2020-01-13 21:28:24.744160,67.74950199999999,-6.241524999999996,68.5,2.7647354004444367,44.0,45.0,2020-01-13 20:00:00,2020-01-14 21:00:00,0.0589416017777777,381.9717675976533,381.3777198038757,1.4735400444444444,499.8549711532088,global,interpolated_track_position_nearest_track_point_for_targets,warning_distance,True,True,120200108210,21,2020-01-13 23:00:00,57.25,-33.5,971.62933,25.268,True,True,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00010_ID_120200108210_step_21.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00010_ID_120200108210_step_21.npy,crop_00010_ID_120200108210_step_21_fe21f25af1.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00010_ID_120200108210_step_21_fe21f25af1.png,True,S3A_SL_1_RBT____20200113T212659_20200113T212959_20200115T025704_0180_053_357_1080_LN2_O_NT_003,,,,,,crop_00010_ID_120200108210_step_21_fe21f25af1.png,10,120200108210,21,120200107090,44,2020-01-13 20:00:00,68.5,2.75,973.16125,,2020-01-13 21:28:24.744160,67.74950199999999,-6.241524999999996,оставлено прежнее значение,False,False,lookup_by_new_ID_step,True,True
Solovieva_PL_crop_00016_ID_120200109640_step_12,16,120200109640,12,2020-01-15,12:00:00,2020-01-15 12:00:00,54.25,-32.25,992.60809,17.447000000000003,2020-01-15 12:26:44.721337,56.523863,-35.01459399999999,54.25,-32.24108488146112,12.0,13.0,2020-01-15 12:00:00,2020-01-16 13:00:00,0.0178302370777777,307.5451450815646,307.2251382593696,0.4457559269444444,343.2056192371202,same_id,interpolated_track_position_nearest_track_point_for_targets,warning_distance,True,True,120200109640,12,2020-01-15 23:00:00,54.25,-32.25,992.60809,17.447000000000003,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00016_ID_120200109640_step_12.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00016_ID_120200109640_step_12.npy,crop_00016_ID_120200109640_step_12_31a78092de.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00016_ID_120200109640_step_12_31a78092de.png,True,S3A_SL_1_RBT____20200115T122441_20200115T122741_20200116T170944_0179_053_380_1980_LN2_O_NT_004,,,,,,crop_00016_ID_120200109640_step_12_31a78092de.png,16,120200109640,12,120200109640,12,2020-01-15 12:00:00,54.25,-32.25,992.60809,,2020-01-15 12:26:44.721337,56.523863,-35.01459399999999,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
Solovieva_PL_crop_00023_ID_120200109680_step_14,23,120200110110,14,2020-01-16,14:00:00,2020-01-16 14:00:00,66.5,-30.5,987.35809,30.919,2020-01-16 13:39:06.561277,63.609208,-38.16364300000001,66.5,-30.41295564423612,13.0,14.0,2020-01-16 13:00:00,2020-01-16 14:00:00,0.6518225769444445,484.6266060581568,481.5897132245959,0.3481774230555555,512.4807999026012,global,interpolated_track_position_nearest_track_point_for_targets,warning_distance,True,True,120200109680,14,2020-01-16 03:00:00,65.25,-58.25,993.50061,30.124,True,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00023_ID_120200109680_step_14.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00023_ID_120200109680_step_14.npy,crop_00023_ID_120200109680_step_14_b822110300.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00023_ID_120200109680_step_14_b822110300.png,True,S3A_SL_1_RBT____20200116T133630_20200116T133930_20210116T011243_0179_054_010_1800_LR1_R_NT_004,,,,,,crop_00023_ID_120200109680_step_14_b822110300.png,23,120200109680,14,120200110110,14,2020-01-16 14:00:00,66.5,-30.5,987.35809,,2020-01-16 13:39:06.561277,63.609208,-38.16364300000001,оставлено прежнее значение,False,False,lookup_by_new_ID_step,True,True
Solovieva_PL_crop_00027_ID_120200110030_step_20,27,120200110030,20,2020-01-16,20:00:00,2020-01-16 20:00:00,78.5,0.25,1005.9281,22.25,2020-01-16 20:13:15.729898,78.76499,-5.112324999999999,78.5,0.4157770620833219,20.0,21.0,2020-01-16 20:00:00,2020-01-16 21:00:00,0.2210360827777777,124.63735856197584,121.11417469673567,0.2210360827777777,142.32024518419806,same_id,interpolated_track_position_nearest_track_point_for_targets,ok,True,True,120200110030,20,2020-01-16 22:00:00,78.5,0.25,1005.9281,22.25,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00027_ID_120200110030_step_20.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00027_ID_120200110030_step_20.npy,crop_00027_ID_120200110030_step_20_006004e530.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00027_ID_120200110030_step_20_006004e530.png,True,S3A_SL_1_RBT____20200116T201127_20200116T201427_20200118T004821_0179_054_014_1260_LN2_O_NT_004,,,,,,crop_00027_ID_120200110030_step_20_006004e530.png,27,120200110030,20,120200110030,20,2020-01-16 20:00:00,78.5,0.25,1005.9281,,2020-01-16 20:13:15.729898,78.76499,-5.112324999999999,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
Solovieva_PL_crop_00028_ID_120200110030_step_21,28,120200110030,21,2020-01-16,21:00:00,2020-01-16 21:00:00,78.5,1.0,1005.57562,22.33,2020-01-16 21:14:12.054443,78.243375,-5.770191000000011,78.5,1.0,21.0,22.0,2020-01-16 21:00:00,2020-01-17 22:00:00,0.0094672715888888,154.30568913648375,154.30568913648375,0.2366817897222222,173.24023231426153,same_id,interpolated_track_position_nearest_track_point_for_targets,ok,True,True,120200110030,21,2020-01-16 23:00:00,78.5,1.0,1005.57562,22.33,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00028_ID_120200110030_step_21.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00028_ID_120200110030_step_21.npy,crop_00028_ID_120200110030_step_21_f7a635471d.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00028_ID_120200110030_step_21_f7a635471d.png,True,S3B_SL_1_RBT____20200116T211253_20200116T211553_20200118T021827_0179_034_257_1260_LN2_O_NT_004,,,,,,crop_00028_ID_120200110030_step_21_f7a635471d.png,28,120200110030,21,120200110030,21,2020-01-16 21:00:00,78.5,1.0,1005.57562,,2020-01-16 21:14:12.054443,78.243375,-5.770191000000011,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
Solovieva_PL_crop_00022_ID_120200110110_step_13,22,120200110110,13,2020-01-16,13:00:00,2020-01-16 13:00:00,66.5,-30.25,987.35559,30.121,2020-01-16 12:59:34.074324,64.77015999999999,-38.007913,66.5,-30.25,12.0,13.0,2020-01-16 12:00:00,2020-01-16 13:00:00,0.9927984233333332,404.1507859272011,404.1507859272011,0.0072015766666666,404.72691206053446,same_id,interpolated_track_position_nearest_track_point_for_targets,warning_distance,True,True,120200110110,13,2020-01-16 20:00:00,66.5,-30.25,987.35559,30.121,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00022_ID_120200110110_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00022_ID_120200110110_step_13.npy,crop_00022_ID_120200110110_step_13_dcc531346f.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00022_ID_120200110110_step_13_dcc531346f.png,True,S3B_SL_1_RBT____20200116T125657_20200116T125957_20200117T180158_0179_034_252_1800_LN2_O_NT_004,,,,,,crop_00022_ID_120200110110_step_13_dcc531346f.png,22,120200110110,13,120200110110,13,2020-01-16 13:00:00,66.5,-30.25,987.35559,,2020-01-16 12:59:34.074324,64.77015999999999,-38.007913,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
Solovieva_PL_crop_00024_ID_120200110110_step_14,24,120200110110,14,2020-01-16,14:00:00,2020-01-16 14:00:00,66.5,-30.5,987.35809,30.919,2020-01-16 13:39:06.861263,63.642478,-38.57418200000001,66.5,-30.41297647659724,13.0,14.0,2020-01-16 13:00:00,2020-01-16 14:00:00,0.6519059063888889,496.5976655110677,493.4813830807639,0.3480940936111111,524.4451929999566,same_id,interpolated_track_position_nearest_track_point_for_targets,warning_distance,True,True,120200110110,14,2020-01-16 21:00:00,66.5,-30.5,987.35809,30.919,False,False,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00024_ID_120200110110_step_14.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00024_ID_120200110110_step_14.npy,crop_00024_ID_120200110110_step_14_2cc95e4780.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00024_ID_120200110110_step_14_2cc95e4780.png,True,S3A_SL_1_RBT____20200116T133630_20200116T133930_20200117T185227_0179_054_010_1800_LN2_O_NT_004,,,,,,crop_00024_ID_120200110110_step_14_2cc95e4780.png,24,120200110110,14,120200110110,14,2020-01-16 14:00:00,66.5,-30.5,987.35809,,2020-01-16 13:39:06.861263,63.642478,-38.57418200000001,оставлено прежнее значение,False,False,lookup_by_new_ID_step,False,True
